Feature	Description	Normal_1	Normal_2	Normal_3	Normal_4	Normal_5	Normal_6	Normal_7	Normal_8	Barrett's Esophagus_1	Barrett's Esophagus_2	Barrett's Esophagus_3	Barrett's Esophagus_4	Barrett's Esophagus_5	Barrett's Esophagus_6	Barrett's Esophagus_7	Barrett's Esophagus_8	EAC_1	EAC_2	EAC_3	EAC_4	EAC_5	EAC_6	EAC_7	EAC_8
KATNA1	NA	6.001414878	5.832468816	5.982676041	5.84209409	5.853351245	6.054204577	6.023931737	6.02175124	5.757639147	5.905089331	6.066340082	5.746841964	5.748437115	5.565286397	6.053969752	6.005860427	5.671603576	5.976604684	5.985949366	5.642261618	5.723585102	5.832761856	5.394536224	5.935423156
KATNB1	NA	5.790282711	5.599499946	5.995431798	6.030727557	5.729191554	5.819471254	5.130422407	5.166391231	5.122919273	5.360749099	5.404875893	4.9771198	5.260249006	5.831141524	5.345629157	5.812239681	5.318325882	5.590005008	5.283124359	5.59244842	5.644515879	5.600137531	4.787817678	5.291443583
KAZ	NA	5.812343984	5.583906093	5.797736598	6.397919363	5.992523248	5.636329547	5.321007516	4.098098749	5.148918417	5.364194697	5.289375975	5.412335989	5.682769935	5.067635331	5.559912728	5.530398598	4.840996665	4.78963528	4.805081042	4.171922883	5.479375691	5.139939597	5.030916603	4.637019463
KAZALD1	NA	4.226540623	4.215464586	4.339013601	3.627184388	5.057509977	4.39521598	3.83028331	3.757034624	5.019398931	4.897012651	4.589574469	3.926102888	4.805378043	4.915035671	4.796480255	4.848889315	5.1832572	5.442407591	4.811876243	4.503120904	4.57624015	4.39891324	5.741441333	5.153949386
KBTBD10	NA	2.791165108	3.165475048	3.772760938	3.744787086	5.313205979	2.895911938	2.856470206	4.925077406	3.122364924	3.663561646	0	1.85629799	2.660259537	0.09531018	3.747148362	3.17805383	4.194189897	3.718438256	3.511545439	2.541601993	5.389528247	4.485259889	3.499533282	2.493205453
KBTBD11	NA	3.788724789	2.163323026	3.543853682	3.873282177	4.681204872	2.856470206	3.723280881	5.305789381	5.338979348	5.101694025	4.907494535	2.468099531	4.213607983	3.914021008	5.281171208	5.545177444	1.960094784	4.93878119	6.330255522	4.69043003	4.782479201	4.654912278	5.658785109	4.377014093
KBTBD2	NA	6.492239835	6.470180117	6.168354714	6.270610289	6.270232002	6.229102545	6.011022046	6.356801864	6.634633358	6.324717321	6.57800043	6.308098442	6.443176906	6.275703198	6.06657202	6.18929029	6.793578234	6.881616621	7.067405097	6.442062345	6.114345676	6.3975961	6.845134917	6.358881588
KBTBD4	NA	5.420534999	3.430756184	4.746669748	3.681351188	5.325932534	5.060060177	5.278114659	5.550242719	5.118592436	4.06731589	3.6558396	3.538056564	3.08190997	4.032469159	3.852273001	5.359412466	3.328626689	4.237000863	4.028916757	4.440295543	3.987130478	5.529429088	4.044804117	4.558078578
KCMF1	NA	8.69793016	8.589234744	8.67975412	8.368669981	8.469787069	8.46488886	8.526866256	7.935980868	8.079649008	8.024567604	8.218625417	8.227989963	8.136723089	8.31779058	8.324869782	8.359884196	8.402029223	8.069029329	8.224726357	7.862805079	8.277716985	8.071593353	8.266729829	8.347400816
KCNA1	NA	3.131136911	4.875197323	4.681204872	5.408516159	4.770684624	4.852811209	4.464758032	3.923951576	2.985681938	4.455509411	5.000584958	3.295836866	3.869115504	4.266896327	4.716711561	4.222444565	4.783316371	3.526360525	4.442651256	3.152736022	4.764734756	4.946629964	3.875359021	4.513054897
KCNA10	NA	3.27336401	2.714694744	3.258096538	4.15575319	2.433613355	2.140066163	3.139832618	2.975529566	2.104134154	2.028148247	2.694627181	2.694627181	3.75419892	2.653241965	3.377587516	2.282382386	2.282382386	2.653241965	1.916922612	2.302585093	3.034952987	1.740466175	2.721295428	3.610917913
KCNA2	NA	3.186352633	3.104586678	5.249127122	5.26837349	4.394449155	3.895893623	3.725693427	4.220977213	3.161246712	3.234749174	2.727852828	1.974081026	3.481240089	3.706228092	4.461299816	3.46885603	4.050044303	2.58021683	4.074141855	3.802208139	3.484312288	3.104586678	2.850706502	2.186051277
KCNA3	NA	2.980618636	2.879198457	2.341805806	2.687847494	2.459588842	2.2300144	2.140066163	2.541601993	2.714694744	2.856470206	1.987874348	2.468099531	3.186352633	3.063390922	2.884800713	1.568615918	3.346389145	1.887069649	2.714694744	2.815408719	2.151762203	2.624668592	2.541601993	1.960094784
KCNA4	NA	4.313480092	3.688879454	3.505557397	4.815431111	4.616110126	3.650658241	4.428433007	2.833213344	3.953164949	4.261270434	4.630837933	2.990719732	4.287715955	3.417726684	3.73289634	2.944438979	4.151039906	2.610069793	4.249922794	3.36729583	3.511545439	3.575150689	3.815512105	3.555348061
KCNA5	NA	3.104586678	4.056988776	4.782479201	4.237000863	4.611152258	5.034351821	2.509599262	6.566813067	2.360854001	4.411585437	2.766319109	2.140066163	3.198673118	3.17805383	2.928523524	4.350277936	2.312535424	2.923161581	2.797281335	2.32238772	5.102302483	4.545420182	2.809402695	2.332143895
KCNA6	NA	5.105945474	5.142832464	5.209486153	5.357529226	5.11559573	4.877484781	4.674696249	4.992471323	4.739701079	2.646174797	5.121580188	5.05305601	5.027820119	4.394449155	4.489759334	4.716711561	4.979488565	4.92289638	4.984291319	4.123903364	5.324472324	4.614129927	5.407171771	5.042779747
KCNAB1	NA	4.552748289	4.172268825	3.977945643	3.31973382	3.600963033	4.24084293	4.746637507	4.189372466	4.276242809	4.807358224	3.648134273	3.77539581	3.734648557	3.691937784	3.966120579	3.755167934	3.670285183	3.13435287	3.689959399	3.157782972	3.364459057	4.100929276	4.470915813	3.645008281
KCNAB2	NA	3.678819553	2.18579872	3.52400203	4.13637725	3.886889779	3.655592492	3.280416313	3.981549068	3.399572522	3.612420401	3.299159137	3.91407479	3.9074219	3.708489811	3.29418806	3.890769632	4.054612477	4.532133905	4.318422351	3.659528328	3.697750295	4.504451024	3.583800495	4.171360375
KCNAB3	NA	5.073297055	5.063227744	4.603168183	4.894850261	4.825108606	4.370712875	2.595254707	4.168214411	3.520460802	4.335982696	4.991112628	5.336576079	4.91338991	4.53044664	4.284964922	4.483002552	5.246497618	4.983606622	4.416428061	3.891820298	4.84103251	3.60004824	4.686750173	4.393213824
KCNB1	NA	4.74927053	4.812184355	5.037601742	5.079539273	5.27709373	4.928701911	4.505349851	6.885611914	4.811371017	5.460010956	4.858260814	5.123963979	4.577798989	4.531523646	4.540098189	4.276666119	5.331268467	4.635699391	4.262679877	4.757891273	4.813809051	5.33753808	4.629862799	4.603168183
KCNB2	NA	4.421053731	4.61606463	5.132803325	5.187994031	4.182341416	4.323401452	3.969030088	4.138090471	4.168214411	3.667269103	4.581102097	3.674358111	4.101176836	4.046456085	4.501575684	4.256909753	3.43585157	3.913971205	4.349083587	3.478843824	4.205459463	3.847114427	4.508377811	4.284799833
KCNC1	NA	3.990834186	2.791165108	4.226833745	4.673762977	2.557227311	3.449987546	3.135494216	3.912023005	4.335982696	3.254242969	2.459588842	4.284964922	3.131136911	4.782479201	4.788324729	4.028916757	4.062165664	3.925925911	4.844974178	2.772588722	4.314817885	4.010962953	4.833898116	4.454347296
KCNC2	NA	2.653241965	2.867898902	3.113515309	4.112511866	3.165475048	3.751854253	2.995732274	2.282382386	3.6558396	3.380994674	2.681021529	2.90690106	2.58021683	3.157000421	2.753660712	2.602689685	2.778819272	3.113515309	3.414442608	4.001863709	3.113515309	3.303216973	2.917770732	3.602776755
KCNC3	NA	3.325036021	4.622027303	3.923951576	5.451467546	4.539030383	3.269568939	4.460144414	4.689511334	3.701301974	3.226843995	4.357990057	4.661550519	3.947390149	2.753660712	4.259859001	3.496507561	4.710430697	4.194189897	3.113515309	2.740840024	3.054001182	4.133565275	3.010620886	3.144152279
KCNC4	NA	3.701301974	3.873282177	4.558078578	3.979681654	5.028475212	4.6121458	3.288401888	4.309455942	3.64805746	4.80073697	3.608211551	3.749504076	4.178992036	3.777348102	3.453157121	4.50313746	3.815512105	3.487375078	3.735285827	4.350277936	4.576770711	4.069026754	4.40060302	4.836281907
KCND1	NA	2.809402695	2.509599262	4.320151231	3.33220451	3.144152279	3.317815773	2.63905733	3.517497837	2.4765384	3.505557397	2.809402695	4.085976313	3.258096538	3.401197382	3.117949906	3.514526067	2.939161922	5.276071758	2.827313622	2.602689685	4.328098293	4.301358732	3.317815773	4.222444565
KCND2	NA	3.148453361	3.56671182	4.037774211	3.295836866	0.916290732	3.113515309	3.580737295	3.401197382	2.850706502	3.387774361	3.054001182	3.756538103	3.875359021	-0.223143551	3.618993327	3.198673118	3.881563798	3.210843653	3.015534901	2.833213344	3.449987546	2.949688335	3.864931398	0.741937345
KCND3	NA	3.103759529	4.011278787	3.789306199	4.159307926	3.980942802	3.883586136	3.894862387	4.468800609	3.980311485	4.899250678	3.420955667	4.114405674	3.691711699	3.866308443	3.651941924	4.027114759	4.229777581	4.000064092	4.008012268	3.820161497	4.313067709	4.70076509	3.856101612	4.461318294
KCNE1	NA	2.928523524	4.357990057	4.844974178	5.452325179	4.937347498	3.202746443	4.436751534	4.627909673	3.46260601	3.867025639	4.251348311	4.99314998	4.521788577	3.077312261	3.490428515	3.36729583	4.566429358	1.686398954	4.037774211	4.542230386	4.300002799	4.717605615	4.570578741	4.440295543
KCNE1L	NA	2.549445171	3.591817741	2.890371758	3.716008122	1.974081026	2.674148649	2.990719732	1.740466175	1.504077397	1.902107526	2.091864062	4.229749199	3.152736022	2.451005098	2.610069793	3.306886702	2.442347035	4.074141855	1.223775432	2.549445171	1.722766598	2.501435952	3.446807893	3.144152279
KCNE2	NA	2.360854001	3.529297384	3.505557397	3.956996371	2.867898902	3.025291076	2.734367509	3.42751469	6.998052917	3.346389145	2.694627181	3.356897123	3.46260601	6.125776885	2.944438979	4.638604962	6.674813885	3.404525172	7.400620577	6.430686752	2.721295428	6.299684271	3.751854253	3.295836866
KCNE4	NA	3.964615456	4.010962953	4.611152258	3.034952987	5.559912104	4.796616651	3.122364924	5.973809612	5.02585226	5.05815481	4.384523515	5.139321635	5.505737957	3.916015027	3.903990834	3.828641396	4.375757022	4.141546164	5.080161357	4.717605615	5.187944309	5.928258471	5.071416766	3.04927304
KCNF1	NA	4.806477043	4.776599302	4.797442074	5.264243386	5.311233592	5.060694494	3.456316681	5.290285195	4.641502115	4.925077406	4.71939133	4.725616339	4.770684624	5.101085197	4.988389685	4.018183201	4.380775853	2.772588722	4.74927053	3.443618098	4.115779843	3.481240089	5.150976779	5.36877583
KCNG1	NA	2.988644777	3.11360419	3.941287631	3.928717182	2.797801588	3.291151054	2.914046156	3.469001582	2.409414449	3.396486369	3.509970227	3.471850703	2.661334229	3.296248219	2.924374122	3.023035548	2.464278592	2.371769928	2.579642579	2.960078249	3.34453215	2.494807963	2.799951172	2.694261817
KCNG2	NA	3.546739687	2.564949357	3.0301337	3.295836866	2.844909384	3.394508394	2.379546134	2.104134154	1.757857918	2.360854001	2.517696473	3.496507561	3.493472658	3.288401888	2.674148649	2.766319109	4.748404354	2.341805806	2.104134154	2.517696473	2.525728644	3.206803244	3.610917913	2.4765384
KCNH1	NA	2.32238772	2.163323026	2.459588842	2.624668592	2.884800713	3.634951112	2.610069793	2.163323026	1.568615918	2.557227311	2.261763098	2.091864062	4.122283931	2.525728644	3.342861805	2.509599262	2.292534757	2.667228207	2.433613355	1.667706821	1.62924054	3.126760536	3.698829785	1.589235205
KCNH2	NA	3.904575819	4.027950157	4.47880354	4.503691476	4.661696117	4.042706427	3.80125059	6.36994936	5.329207579	5.740514313	4.129616507	4.103421395	3.843191332	3.789461332	3.941544102	4.307090981	4.170919652	3.942991826	5.953274603	4.826643109	4.525616631	6.003699408	4.431061212	4.604497734
KCNH4	NA	4.779963476	4.49088104	4.594109239	5.131672289	4.944495492	4.094344562	3.867025639	4.014579594	4.69043003	4.663439094	4.724729421	4.380775853	4.348986781	4.350277936	4.76046307	2.785011242	4.53044664	4.783316371	3.152736022	4.523960131	4.751000634	4.526126979	5.215479088	3.230804396
KCNH6	NA	2.032054114	2.548931062	2.898229261	2.641004377	2.337171705	2.870637732	1.637129793	2.874017874	2.070200026	2.473275509	2.443905426	1.91240575	1.882347599	2.452327778	2.55230155	1.963520251	2.995846837	2.352242285	2.610054951	2.197718039	2.284816478	2.355765894	2.008735499	2.299261916
KCNIP1	NA	4.509760001	4.38949865	4.8978398	4.186619838	4.696837375	4.989071116	4.874433673	4.619073091	4.563305982	4.731802837	4.669083512	4.715816706	4.261270434	4.794136286	4.55492897	4.177459469	3.994524227	4.374498368	4.375757022	4.21508618	4.123903364	4.332048265	4.335982696	4.424846632
KCNIP2	NA	4.726502471	2.867898902	4.880526609	4.80073697	3.453157121	4.060443011	4.212127598	4.354141431	4.254193263	4.565389316	4.412798293	4.432006567	4.206184044	4.414009681	2.867898902	4.696837375	4.15261347	3.88567903	4.412798293	3.893859035	3.45946629	4.195697056	5.177843213	4.265492818
KCNJ1	NA	2.725991107	2.600021399	2.979470678	3.201861597	2.628903912	2.586547111	2.856899405	2.554787621	2.384111986	2.409858445	2.859335544	2.992232554	2.710974963	2.881983892	3.03249689	2.671884315	3.814948998	2.688379396	2.613544929	2.654133849	2.469032301	2.467524654	4.331163384	2.234675231
KCNJ10	NA	1.902107526	3.988984047	2.76000994	3.139832618	4.294560609	3.487375078	4.48638665	3.850147602	3.634951112	4.085976313	4.131961426	3.165475048	3.034952987	2.433613355	4.348986781	3.321432413	4.953712147	3.269568939	4.613138356	3.808882247	2.740840024	4.056988776	3.487375078	4.058717385
KCNJ12	NA	2.980618636	2.821378886	3.540959324	3.314186005	4.092676505	2.791165108	1.774952351	3.811097087	3.761200116	4.273884476	2.292534757	4.430816799	2.884800713	3.854393893	2.747270914	2.208274414	3.975936331	3.935739532	2.501435952	4.345103281	3.404525172	1.547562509	3.80666249	3.139832618
KCNJ13	NA	1.704582776	2.134148935	1.811369826	2.04550283	2.456180362	1.86164044	2.847807943	0.85418893	1.653076916	1.294633333	0.983556178	2.224608942	1.734895087	1.611035358	1.516032101	1.416900703	1.944888698	2.571240967	2.107395358	1.656000901	1.598315108	1.833444718	2.658667686	1.894814679
KCNJ14	NA	5.091293197	5.293304825	5.051777237	5.659133723	5.093136516	5.160204064	5.11559573	4.302712828	4.308110952	4.537961436	5.072670685	5.200153118	4.995860009	4.528289142	4.552823706	4.559126247	4.81462041	4.458987676	4.409155302	4.527208645	4.619073091	4.378269586	4.636668853	4.611152258
KCNJ15	NA	5.900053644	6.103547362	5.871358435	5.775873049	5.413901798	6.243419014	5.723540673	3.491635416	4.972724129	4.817307075	5.367946535	5.522151241	5.976330939	4.776366098	4.053581339	4.712470972	5.528516817	5.584932638	5.368182142	4.801108791	5.294018943	4.30688946	4.339227265	5.729557397
KCNJ16	NA	3.246490992	3.941581808	4.484131858	4.682131227	4.147885329	3.941581808	4.293195421	2.844909384	4.394449155	2.660259537	3.837299459	4.046553898	3.523415014	3.939638172	4.021773869	3.912023005	4.648229675	4.333361463	5.851052393	5.646859327	3.502549876	3.728100167	6.349138991	1.722766598
KCNJ2	NA	6.297477576	6.529564813	5.888600912	6.150602768	5.578597109	6.402248817	5.803326105	5.205104985	4.717605615	5.269917892	5.783209608	5.71538161	5.87633424	5.161351511	5.603593747	4.875960391	5.017279837	6.69950034	5.264760583	5.735926928	5.657040212	5.384953673	6.157614377	5.21166956
KCNJ3	NA	3.608273973	3.688254063	3.480932302	4.605825756	3.492552567	4.214010468	2.925367944	3.371958917	3.230460576	3.977968529	4.251344253	4.566366141	3.826704759	3.069942276	4.174094877	3.113050896	3.206229228	3.258909486	4.005269428	3.386860451	3.259042388	2.21790217	3.235461668	4.40785938
KCNJ4	NA	3.217513972	2.608662104	2.847707112	2.92277121	3.101480264	3.639580101	3.429545054	3.475359489	3.093978034	2.203847191	2.307461239	3.793536131	3.703683126	2.856321552	2.896872524	3.245619667	2.32840671	2.150882577	2.015169616	2.684434511	3.826344066	2.794709294	3.166328883	3.032647848
KCNJ5	NA	4.25207093	4.440331203	4.626331253	4.705334814	4.022174275	4.265853942	4.45123366	4.112938018	3.919089345	4.339642487	4.415756922	5.027735386	4.539242641	4.235646671	4.304690437	4.385383762	4.196185469	4.438961201	4.106444592	4.079168136	4.826703564	4.064992161	4.194245083	4.361758738
KCNJ6	NA	3.449987546	3.328626689	3.086486637	3.975936331	3.602776755	3.46260601	3.310543013	3.086486637	4.147885329	2.944438979	2.687847494	3.650658241	3.353406718	3.214867803	2.960105096	2.772588722	4.384523515	4.804021045	3.839452313	2.595254707	3.288401888	3.117949906	4.75272775	4.624972813
KCNJ8	NA	4.026033623	3.985273467	4.975518474	3.747153925	5.68560122	4.061293951	4.141284494	6.708666597	5.381732521	6.166833166	3.093104312	5.17534312	5.995777145	3.675364048	4.038117806	3.579801449	3.461686345	3.812895088	3.743003874	3.556758316	5.323036034	6.226828965	4.95751509	4.610265139
KCNJ9	NA	3.360375387	4.359269648	4.73532087	4.661550519	3.860729711	4.455509411	4.405498991	3.832979798	4.283586562	4.62399194	3.858622229	4.880526609	4.219507705	4.308110952	4.070734697	4.110873864	5.038898759	4.313480092	2.740840024	3.992680908	4.014579594	4.464758032	3.493472658	4.420044702
KCNK1	NA	6.414870561	6.435654946	6.049142872	5.163708078	6.278671971	6.319763747	6.707930951	3.406161546	7.401242248	6.992474014	6.591833658	6.022297322	6.247835116	7.435907812	7.068370303	7.314433279	7.293016639	6.800416336	6.611611773	7.293728886	6.472442724	6.061904608	6.84720976	7.531112649
KCNK10	NA	5.024538199	5.24807615	5.469325163	5.383117968	4.997887721	4.957234517	5.098035484	4.286341385	5.735926928	4.887337078	5.270432163	5.083885756	5.095589	5.503704196	5.219274159	5.168208681	5.713402718	4.891851758	5.18234519	5.004617222	5.310245937	4.48187197	5.552571913	5.190175208
KCNK12	NA	1.945910149	3.706228092	3.802208139	4.967727793	2.240709689	2.975529566	0.693147181	1.131402111	3.095577609	1.029619417	2.459588842	3.703768067	2.549445171	1.252762968	1.504077397	0.955511445	0.993251773	3.335769576	2.028148247	1.252762968	2.687847494	1.568615918	2.740840024	1.589235205
KCNK13	NA	4.443827036	4.229749199	4.051784948	5.157905213	3.161246712	2.890371758	4.65396035	3.937690752	3.765840495	2.610069793	2.954910279	4.257030144	3.546739687	2.939161922	4.565389316	4.180522258	3.883623531	2.415913778	4.498697941	3.407841924	3.94931879	4.166665224	4.072439727	4.415219602
KCNK15	NA	1.840549633	1.280933845	2.415913778	3.054001182	2.240709689	2.2300144	1.824549292	1.410986974	2.292534757	2.261763098	1.757857918	1.62924054	2.341805806	2.151762203	2.251291799	2.066862759	5.063227744	2.261763098	1.223775432	3.100092289	1.902107526	2.312535424	2.791165108	2.174751721
KCNK2	NA	2.850706502	2.564949357	4.154184563	4.127134385	2.351375257	4.283586562	2.928523524	3.543853682	3.666122467	2.091864062	2.459588842	2.517696473	3.706228092	1.774952351	3.61361697	1.686398954	3.206803244	2.797281335	3.740047741	3.895893623	2.341805806	2.312535424	3.819907717	2.753660712
KCNK3	NA	4.627909673	4.452019006	4.795790546	4.592084946	4.894850261	4.702296897	4.40060302	6.045952732	5.651084686	5.33753808	4.594109239	4.496470769	5.101694025	4.627909673	4.678420648	4.840242308	4.838660029	4.937347498	3.88567903	4.697749367	5.250701513	5.672635746	4.670021158	4.900076104
KCNK5	NA	5.206202078	5.027820119	5.480638923	5.522660198	5.94751266	5.388615005	4.737075257	5.444147815	6.698021415	6.299133053	5.978632568	5.016617366	5.009968405	6.393088956	6.471109053	6.756234471	6.886429492	6.212405675	6.691214879	5.853064177	5.799092654	5.972791282	6.272877007	6.850443912
KCNK7	NA	5.52744299	5.476045054	6.370072201	6.077871575	5.518656991	5.460436216	5.697764402	3.325036021	1.974081026	4.276666119	5.75953249	4.974662634	5.422744945	4.780802755	5.22089622	4.130355	3.173878459	2.785011242	2.533696814	2.388762789	5.870708346	3.122364924	2.747270914	3.437207819
KCNMA1	NA	4.186356801	4.310010175	4.833999751	4.653628106	5.033458472	4.468543222	4.492388894	6.223366783	4.728442076	5.760088079	3.496243105	3.987587307	3.450955652	4.367405073	4.340927955	4.897567129	3.857305409	3.479772515	3.88947127	4.391889743	5.224137234	5.809062197	4.697753611	4.438746435
KCNMB1	NA	5.803929423	6.124245658	7.037379047	6.162683026	7.31495222	6.456298587	6.018106478	9.116897448	7.238496841	8.263616205	5.493061443	6.365266975	5.786590586	6.09356977	5.903179632	6.75413779	5.551796118	5.101694025	6.346162538	6.020052004	7.430884897	8.254008591	6.025865974	6.156978986
KCNMB2	NA	5.433285227	5.170483995	5.608738926	5.243861181	5.153291594	5.268888556	3.054001182	4.854371272	4.925077406	4.925077406	5.126342102	4.654912278	4.938064601	4.806477043	5.169346985	4.972587226	5.579729826	4.844187086	4.718498871	4.147885329	4.781641329	4.540098189	5.549076085	4.928701911
KCNMB3	NA	5.389984555	3.356897123	3.797733859	4.010962953	4.532599493	3.202746443	3.517497837	4.919980926	4.177459469	5.099256486	5.284725413	4.76046307	5.158480421	5.136386499	3.55820113	4.89858579	4.779123493	5.39771011	4.373238129	5.017941869	4.809742352	4.661550519	5.171619714	4.511957804
KCNMB4	NA	5.635146682	5.82953368	6.21640648	6.219993571	5.662613198	5.879135362	5.410305868	5.879974171	5.56872611	5.743323649	5.695750303	5.976604684	5.494706181	5.711750644	5.762365799	5.612397913	5.538907831	5.617498106	5.59731023	5.757954954	5.800606659	5.750666061	5.791488055	5.804230946
KCNN1	NA	5.385870264	4.67562865	5.111987788	6.134698715	4.687671407	5.355642433	5.029784113	4.880526609	4.837075243	4.437934267	5.123368564	5.681195976	5.363636833	4.755312844	4.843399375	4.33073334	3.96081317	4.914124394	5.506956232	5.265794175	5.309257307	5.43677411	5.234844944	4.863680881
KCNN2	NA	2.660259537	1.774952351	1.131402111	2.261763098	2.054123734	1.791759469	2.208274414	4.324132656	3.440418095	3.64805746	2.533696814	3.034952987	2.509599262	1.223775432	1.931521412	1.16315081	2.778819272	3.919991175	2.785011242	3.977810746	1.704748092	4.272490748	3.499533282	3.091042453
KCNN3	NA	2.418537621	2.392494306	2.304232376	2.958747513	2.313367982	2.368099224	2.382367378	4.866557165	2.516394049	2.965219923	2.292687779	3.258244445	5.152541257	2.103836624	2.552305625	1.668951266	3.119162313	2.595310396	1.854341041	2.438056467	2.542747682	2.025892474	2.401682546	2.377957536
KCNN4	NA	4.249922794	4.373238129	5.001930853	5.444147815	6.277582898	5.084505143	4.182050143	4.209160237	5.914853445	6.060757374	6.069119792	5.630853295	5.970751506	6.467232779	6.261873291	6.771362654	5.400873955	5.820972742	6.948033125	6.990072321	6.334699579	6.29008656	5.289781036	6.559898483
KCNQ1	NA	2.753802686	2.643527087	3.197238325	3.474544571	4.147909038	3.208153678	2.583933469	2.923334981	4.70120711	4.141192182	4.778683359	4.552969698	4.219349808	4.832440024	4.302010109	4.605697408	4.444396994	5.29859354	6.125105862	5.050565358	3.950849702	4.220291045	5.525843574	4.967584187
KCNQ1DN	NA	2.687847494	3.616308761	4.261270434	3.845883203	3.139832618	4.151039906	3.391147046	3.701301974	2.660259537	2.240709689	3.605497845	4.409155302	2.660259537	3.424262655	2.451005098	3.621670704	2.766319109	2.48490665	2.501435952	2.595254707	2.727852828	2.014903021	3.555348061	2.939161922
KCNQ2	NA	2.396698034	2.983679471	3.364346386	2.932357467	2.723625472	2.744936353	2.778017099	2.911363358	2.47162468	3.062890632	2.665050973	2.866459201	2.602305376	3.224980645	1.96514512	2.859999278	3.544535332	2.907058158	3.29755473	3.287159743	2.859582421	2.860669142	3.165384166	2.695657936
KCNQ3	NA	4.248495242	4.89858579	5.07579862	4.300002799	4.998562713	4.596129441	4.551769409	3.580737295	3.161246712	2.292534757	3.250374492	4.971894466	3.025291076	4.11414719	4.342505877	4.422448549	4.442651256	4.540098189	4.085976313	4.602165677	4.48187197	3.095577609	4.056988776	4.497584975
KCNQ4	NA	4.427238977	4.301358732	4.576770711	4.780802755	3.678829118	4.220977213	4.318820559	3.210843653	4.130355	4.08933202	3.126760536	4.289088639	4.207673248	4.76046307	3.756538103	4.423648309	5.261653382	3.091042453	4.273884476	4.218036035	3.535145354	2.995732274	3.543853682	3.210843653
KCNS1	NA	4.328098293	4.182050143	4.790819533	4.734442522	4.788324729	4.771531723	4.180522258	5.487697288	5.009968405	5.424509392	5.267858159	5.470167623	5.256453162	5.587997442	4.180522258	5.011967739	6.21019839	5.800001332	5.743964264	5.80934297	4.276666119	4.631812117	5.800001332	5.304299438
KCNS3	NA	5.267342562	5.515442846	5.429345629	5.744284418	5.604698516	5.445011746	5.327876169	5.978885765	5.157329673	5.584623493	4.864452784	5.304299438	5.66122286	5.247550249	5.093136516	5.480638923	5.117394831	4.997887721	4.944495492	6.384350873	5.658087515	5.989462544	5.254365479	6.011512242
KCNV1	NA	3.487375078	0.741937345	1.386294361	2.151762203	1.568615918	1.30833282	2.140066163	0.955511445	1.131402111	1.223775432	1.648658626	1.808288771	0.741937345	3.353406718	1.481604541	1.193922468	2.066862759	2.091864062	3.310543013	1.360976553	0.336472237	1.686398954	1.223775432	0.693147181
KCNV2	NA	2.240709689	1.410986974	2.028148247	4.428433007	2.32238772	1.704748092	2.370243741	3.17805383	3.696351469	3.858622229	3.683866912	3.618993327	3.808882247	3.015534901	3.751854253	3.815512105	4.136765278	3.36729583	3.811097087	3.363841595	3.484312288	3.122364924	4.262679877	3.624340933
KCTD12	NA	5.989858909	6.043209794	5.524503164	5.131373552	6.166635212	6.210894421	5.936464855	8.212197782	7.128165951	7.614603174	5.795537159	5.920819987	6.451395683	5.877950253	6.268545016	5.89839252	7.68548817	6.453684267	7.492726979	6.077529025	6.474749441	6.873650199	6.338424956	7.36039905
KCTD13	NA	4.868537881	4.975767292	4.266612004	3.936299978	4.754344675	4.785315137	4.750924059	4.135259988	5.161426468	4.800533703	4.382339037	4.95243405	4.6624199	2.999939523	4.585093452	3.966303101	4.271424621	6.051088528	4.824903413	4.302602034	4.732607561	4.781739335	5.253594562	4.647433582
KCTD14	NA	3.827278482	4.029541675	4.233128864	4.635450496	4.129511659	4.176230024	3.903787554	4.534379187	6.111572294	6.142314124	6.269872895	5.251277673	4.247821319	5.812252069	5.949669316	6.563342453	5.986312659	6.570065556	6.730527959	5.940218065	3.837011401	5.544936526	4.02291592	6.351424946
KCTD15	NA	6.357668941	6.308280574	6.844176297	7.061591624	6.405889397	6.438871023	6.390743896	5.78105211	5.157905213	5.364573162	6.455512979	6.075346031	6.09537401	5.687314282	5.975335165	5.6069044	4.634728988	4.762173935	4.581901559	5.26631057	6.303717273	5.211124155	5.404027821	4.502029427
KCTD17	NA	2.917770732	3.914021008	4.354141431	3.502549876	3.010620886	2.980618636	4.102643365	4.084294226	2.501435952	3.634951112	3.186352633	4.633757643	4.830710862	3.310543013	3.314186005	3.100092289	3.955082495	3.575150689	3.086486637	3.535145354	4.607168189	4.363098625	3.437207819	2.525728644
KCTD2	NA	6.436543792	6.192179913	6.386236625	6.498241322	6.302346524	6.193397274	5.9216661	5.832292093	5.840527393	6.08650761	6.066642282	6.081771941	5.931456585	6.02360047	6.034525269	5.973609571	6.350925462	6.3457856	5.509665268	5.475939652	6.224093474	6.37917336	6.196603924	5.235110971
KCTD20	NA	6.580361706	6.500087747	6.500087747	6.302252608	5.777961873	6.053029903	6.126869184	5.724891438	5.538514672	5.708770016	5.955837369	5.478553417	5.747161198	5.987456526	5.901266279	5.712411801	6.022963214	5.424509392	5.371567828	5.527045296	5.763936397	5.150397236	6.059123196	5.706445592
